accident_risk,flood_risk,traffic_risk,lighting_risk,road_condition,weather_condition,time_of_day,day_type,risk_score
37.1,8.3,44.6,42.3,23.1,Clear,Night,Weekday,36.7
79.5,68.9,67.5,21.2,30.0,Rain,Night,Weekday,69.9
73.9,94.6,13.5,50.1,74.3,Rain,Evening,Weekend,74.3
68.1,30.8,17.1,34.4,71.6,Rain,Afternoon,Weekend,54.1
51.0,33.9,61.1,37.6,53.5,Clear,Night,Weekend,48.8
62.2,85.0,64.1,37.6,82.1,Clear,Morning,Weekday,71.3
59.9,45.6,53.1,59.4,76.7,Clear,Night,Weekend,70.3
34.0,61.9,69.6,73.1,53.0,Fog,Evening,Weekend,60.3
75.0,84.3,89.2,48.5,49.0,Rain,Morning,Weekday,82.6
67.9,66.6,73.0,44.1,34.4,Heavy Rain,Afternoon,Weekend,82.9
74.6,24.7,38.1,37.6,66.4,Clear,Evening,Weekday,54.6
81.1,21.9,10.0,68.5,47.8,Clear,Morning,Weekday,47.6
25.6,41.6,76.0,48.4,17.2,Heavy Rain,Morning,Weekday,55.0
20.8,74.8,15.7,25.3,81.3,Clear,Afternoon,Weekday,43.4
30.5,39.9,26.7,39.3,54.2,Rain,Evening,Weekday,46.9
7.7,33.8,12.5,61.1,74.6,Clear,Afternoon,Weekday,34.2
57.7,36.6,87.7,44.2,12.0,Clear,Afternoon,Weekend,45.5
51.2,12.5,67.9,62.2,79.2,Rain,Evening,Weekday,66.9
7.9,32.9,72.2,73.4,26.2,Clear,Morning,Weekday,42.6
71.4,89.2,45.6,45.2,44.7,Rain,Afternoon,Weekend,68.9
9.1,57.7,65.9,44.3,77.7,Clear,Morning,Weekday,49.6
14.3,18.9,77.0,20.9,46.5,Clear,Evening,Weekend,35.7
70.7,8.9,24.6,32.2,61.2,Heavy Rain,Morning,Weekday,52.5
82.5,14.1,21.1,64.2,81.0,Rain,Afternoon,Weekday,57.3
6.7,52.3,65.5,55.8,18.0,Rain,Morning,Weekday,44.1
10.5,28.6,85.9,33.6,40.1,Fog,Night,Weekend,38.6
18.8,56.3,63.2,40.7,84.7,Clear,Morning,Weekday,54.1
20.8,42.2,54.8,23.6,21.1,Clear,Evening,Weekday,33.9
72.0,15.1,63.3,51.8,10.7,Fog,Morning,Weekend,46.5
73.1,22.0,48.0,43.3,17.4,Clear,Evening,Weekday,48.2
17.4,16.4,50.8,73.9,15.1,Rain,Night,Weekday,46.1
69.0,80.6,38.9,23.0,29.7,Clear,Afternoon,Weekend,51.5
7.4,65.4,84.5,36.3,55.5,Heavy Rain,Evening,Weekday,74.8
72.2,85.0,61.7,65.4,21.8,Rain,Morning,Weekend,69.4
7.6,11.0,16.8,76.3,20.9,Rain,Afternoon,Weekday,22.8
73.6,87.5,34.3,47.8,34.5,Clear,Night,Weekday,62.2
79.0,67.0,65.6,78.9,55.4,Rain,Afternoon,Weekday,75.5
46.6,35.8,51.4,55.5,28.9,Clear,Morning,Weekday,44.4
31.6,86.5,82.6,50.3,36.1,Clear,Evening,Weekday,61.7
27.4,43.1,62.7,66.5,76.8,Clear,Evening,Weekday,59.9
35.7,53.8,35.7,68.8,53.6,Clear,Evening,Weekend,51.8
22.5,76.1,76.4,19.6,58.6,Rain,Morning,Weekday,59.5
53.3,53.4,21.7,53.5,28.9,Fog,Evening,Weekend,45.5
21.1,89.1,84.2,41.4,84.3,Rain,Morning,Weekday,66.4
9.3,43.5,88.5,52.6,45.7,Clear,Morning,Weekday,44.6
73.1,9.9,77.8,27.2,51.1,Clear,Evening,Weekend,49.7
22.4,85.2,55.3,5.8,35.3,Rain,Morning,Weekday,48.3
57.6,56.4,31.3,49.2,73.1,Clear,Afternoon,Weekday,50.6
73.5,79.3,26.3,54.3,81.6,Clear,Evening,Weekend,65.4
46.3,13.6,77.6,22.7,44.5,Clear,Morning,Weekday,41.7
25.3,32.8,56.4,53.0,39.0,Clear,Morning,Weekday,42.0
42.6,71.5,40.8,54.2,38.5,Rain,Morning,Weekend,57.6
72.1,52.2,35.8,44.9,56.2,Heavy Rain,Evening,Weekday,89.4
56.1,67.9,40.2,68.0,25.5,Clear,Afternoon,Weekday,48.6
24.6,59.0,47.6,6.9,80.1,Clear,Evening,Weekday,47.7
38.1,36.1,40.5,44.3,64.3,Fog,Morning,Weekday,45.1
36.2,94.7,48.3,18.5,74.0,Rain,Afternoon,Weekend,60.0
88.2,37.8,70.9,12.2,78.7,Clear,Evening,Weekday,61.6
84.2,45.8,33.5,73.7,30.9,Fog,Morning,Weekday,58.6
24.7,13.3,14.2,57.4,68.8,Fog,Night,Weekday,49.0
85.1,85.5,28.9,69.6,24.7,Heavy Rain,Morning,Weekday,82.1
20.2,16.2,47.0,65.9,64.2,Clear,Night,Weekday,50.8
77.7,74.0,51.1,6.7,47.8,Clear,Morning,Weekday,55.5
16.2,82.6,76.7,50.9,30.9,Clear,Morning,Weekday,51.4
59.4,72.9,15.4,35.2,10.0,Rain,Evening,Weekday,54.4
51.0,41.4,52.0,82.0,80.7,Clear,Evening,Weekday,66.8
68.9,52.1,42.6,45.3,47.5,Heavy Rain,Morning,Weekday,83.0
30.4,59.4,43.0,35.1,38.0,Clear,Morning,Weekday,42.0
59.3,18.2,79.2,68.2,66.2,Rain,Afternoon,Weekday,57.9
24.3,44.5,48.9,42.3,44.9,Fog,Afternoon,Weekday,37.0
85.6,85.7,83.8,28.6,14.0,Rain,Afternoon,Weekday,67.4
55.9,36.9,51.0,43.2,80.0,Heavy Rain,Afternoon,Weekday,67.1
83.4,19.9,89.4,16.7,63.3,Clear,Morning,Weekday,57.0
7.1,41.3,73.9,41.8,56.6,Clear,Morning,Weekday,42.1
42.3,48.9,71.1,7.9,68.4,Heavy Rain,Afternoon,Weekday,66.6
84.3,39.0,62.8,40.2,64.2,Clear,Morning,Weekend,55.4
37.6,40.5,13.4,29.2,81.5,Clear,Afternoon,Weekday,40.9
17.9,54.2,30.4,78.3,10.0,Clear,Night,Weekday,48.3
10.6,47.1,88.5,79.0,47.0,Clear,Afternoon,Weekend,47.9
88.3,81.6,86.5,25.6,51.9,Fog,Evening,Weekday,76.6
49.8,65.1,76.8,52.2,61.2,Heavy Rain,Evening,Weekday,94.7
41.9,29.5,85.2,29.0,83.0,Fog,Morning,Weekday,57.5
26.9,79.2,54.4,72.6,26.4,Fog,Afternoon,Weekday,47.4
51.1,37.7,69.4,38.5,34.8,Clear,Morning,Weekday,51.0
10.6,33.3,81.1,39.8,71.1,Clear,Afternoon,Weekday,44.2
15.0,26.2,80.3,44.3,81.9,Rain,Afternoon,Weekend,46.6
56.9,19.8,22.7,31.2,38.3,Clear,Morning,Weekend,31.1
50.9,49.3,17.4,82.6,70.6,Rain,Night,Weekday,71.4
16.3,93.5,39.3,59.9,72.0,Clear,Afternoon,Weekday,54.4
33.1,8.5,56.6,84.1,56.1,Heavy Rain,Morning,Weekday,51.5
89.4,14.7,57.5,54.2,49.5,Heavy Rain,Morning,Weekday,64.2
27.1,62.9,66.0,12.7,55.5,Rain,Morning,Weekend,52.3
64.1,77.9,38.7,45.7,32.0,Heavy Rain,Afternoon,Weekend,74.1
88.7,32.8,36.1,24.3,21.2,Clear,Morning,Weekday,43.0
14.2,45.4,21.9,10.9,67.8,Rain,Afternoon,Weekday,35.9
15.4,63.0,85.4,49.2,54.1,Fog,Morning,Weekday,50.6
18.3,22.2,15.3,7.5,74.0,Clear,Morning,Weekday,28.2
38.8,68.8,35.9,15.6,34.5,Fog,Afternoon,Weekday,43.3
53.2,68.0,10.6,67.7,81.6,Clear,Afternoon,Weekend,52.2
80.2,26.6,58.3,81.6,78.0,Heavy Rain,Afternoon,Weekend,76.4
65.5,77.0,39.8,5.2,46.2,Heavy Rain,Afternoon,Weekday,72.8
61.0,71.3,50.4,47.5,76.7,Fog,Evening,Weekday,69.4
85.7,77.0,46.4,62.5,51.0,Rain,Evening,Weekday,79.5
39.6,61.4,73.3,43.0,75.9,Fog,Night,Weekday,61.9
31.8,58.2,45.9,29.0,58.9,Clear,Morning,Weekend,41.9
27.6,52.8,13.2,81.2,43.7,Clear,Afternoon,Weekend,41.2
28.3,78.3,53.7,38.3,47.6,Fog,Evening,Weekday,54.0
56.0,9.6,89.1,22.1,59.6,Clear,Morning,Weekday,50.3
52.7,34.6,53.6,21.0,61.4,Clear,Evening,Weekend,43.1
16.0,72.4,30.7,57.6,60.4,Clear,Night,Weekday,58.0
13.3,88.9,34.8,48.4,51.2,Clear,Night,Weekend,53.0
5.3,26.6,72.3,68.6,80.8,Fog,Morning,Weekday,46.3
70.1,75.2,47.2,14.8,60.1,Clear,Morning,Weekend,54.2
38.0,22.0,85.6,63.0,78.3,Rain,Night,Weekend,75.8
18.8,35.8,51.8,60.2,24.6,Fog,Evening,Weekday,42.1
38.1,73.1,18.3,46.0,70.9,Clear,Morning,Weekday,50.3
68.6,11.0,89.4,23.1,59.3,Fog,Afternoon,Weekend,51.5
59.6,22.9,13.4,41.2,10.3,Clear,Night,Weekend,36.0
40.3,80.4,87.6,74.0,16.4,Heavy Rain,Afternoon,Weekday,74.3
16.5,49.5,89.7,63.1,35.6,Rain,Morning,Weekend,50.2
31.5,79.0,33.5,73.7,14.1,Clear,Night,Weekday,57.3
37.3,18.8,37.2,38.0,15.6,Rain,Morning,Weekday,34.1
6.9,93.3,36.2,61.9,75.2,Fog,Evening,Weekend,54.8
13.1,28.8,36.7,76.1,23.7,Clear,Evening,Weekday,37.5
76.5,54.5,53.3,73.7,70.9,Rain,Afternoon,Weekday,72.7
52.0,31.8,81.6,65.2,13.1,Fog,Afternoon,Weekday,46.6
9.4,11.2,85.9,52.1,18.0,Rain,Afternoon,Weekday,31.8
27.5,58.2,54.9,68.5,16.2,Clear,Evening,Weekday,51.8
58.6,6.5,27.5,61.7,22.7,Fog,Night,Weekday,55.0
5.4,52.1,31.9,68.6,68.2,Clear,Afternoon,Weekday,38.4
61.7,22.3,52.2,32.5,40.3,Rain,Night,Weekday,51.5
77.8,16.2,43.6,56.9,47.3,Fog,Afternoon,Weekday,49.4
15.9,21.6,61.3,14.6,60.3,Clear,Morning,Weekend,33.3
67.2,66.6,20.6,22.5,82.0,Rain,Evening,Weekday,69.2
6.2,14.6,26.5,16.6,64.3,Heavy Rain,Night,Weekday,31.7
61.1,66.2,45.5,21.1,57.6,Clear,Afternoon,Weekend,52.6
61.3,49.1,85.9,40.0,28.9,Clear,Morning,Weekend,53.1
68.6,52.2,26.3,13.8,31.5,Clear,Morning,Weekend,40.5
69.8,10.9,46.4,29.3,26.8,Clear,Night,Weekend,42.9
27.9,48.2,45.1,15.7,68.6,Rain,Afternoon,Weekend,46.7
59.6,18.0,31.4,34.7,29.1,Clear,Night,Weekday,38.0
39.3,10.7,86.6,13.6,77.4,Clear,Morning,Weekend,44.9
77.7,56.7,84.0,78.7,57.1,Fog,Morning,Weekend,70.3
63.6,54.8,55.4,5.1,24.5,Clear,Afternoon,Weekend,41.3
73.4,57.8,60.3,58.6,82.0,Rain,Afternoon,Weekday,76.2
80.7,34.2,78.6,33.6,66.9,Rain,Afternoon,Weekday,65.9
63.6,14.3,81.7,23.5,75.0,Clear,Afternoon,Weekend,47.6
62.9,92.8,45.3,15.9,65.4,Clear,Morning,Weekday,62.8
39.8,94.2,61.4,76.2,77.0,Clear,Night,Weekday,78.0
26.3,58.8,69.7,80.1,28.1,Rain,Morning,Weekday,60.5
66.9,88.4,49.2,84.4,69.7,Fog,Morning,Weekday,73.7
53.9,5.0,65.7,79.8,66.5,Rain,Morning,Weekend,56.2
53.6,65.1,25.4,70.8,27.6,Clear,Morning,Weekend,45.2
30.1,10.5,46.0,54.5,12.4,Heavy Rain,Evening,Weekday,41.5
69.7,80.1,44.5,60.0,72.5,Clear,Afternoon,Weekday,61.5
19.9,80.9,43.6,11.8,21.8,Clear,Afternoon,Weekday,36.8
19.1,69.2,67.1,75.7,49.8,Fog,Afternoon,Weekend,52.1
33.1,45.8,76.3,52.5,59.5,Clear,Afternoon,Weekday,50.9
42.8,33.4,58.5,79.1,69.9,Heavy Rain,Morning,Weekday,71.5
44.5,13.2,56.5,68.7,19.5,Clear,Evening,Weekday,47.1
52.6,40.5,62.0,62.0,71.3,Clear,Morning,Weekend,55.4
25.4,9.6,78.7,48.5,15.6,Rain,Morning,Weekday,36.9
27.2,54.4,76.2,8.5,46.8,Heavy Rain,Morning,Weekend,68.5
12.6,18.3,45.4,38.8,57.5,Clear,Evening,Weekday,37.3
89.4,35.4,12.6,5.9,12.0,Rain,Morning,Weekend,38.7
32.4,73.2,74.6,51.9,16.2,Clear,Night,Weekday,63.4
50.8,38.4,73.0,64.9,55.4,Heavy Rain,Night,Weekday,86.0
72.5,50.4,33.2,28.4,21.9,Rain,Morning,Weekday,55.8
29.4,52.0,71.4,17.0,71.8,Clear,Evening,Weekday,51.4
8.4,44.1,12.1,52.9,10.2,Clear,Morning,Weekday,22.9
35.7,51.4,52.4,37.4,52.2,Clear,Morning,Weekday,45.6
32.3,64.5,39.3,70.7,68.9,Clear,Morning,Weekday,54.1
9.5,23.7,42.8,73.5,51.9,Rain,Evening,Weekday,46.1
59.1,89.5,84.0,19.8,14.8,Clear,Morning,Weekday,57.3
76.0,16.2,54.5,47.3,10.4,Rain,Morning,Weekend,46.0
85.6,49.9,84.5,46.3,38.4,Heavy Rain,Afternoon,Weekday,74.9
18.2,10.9,65.7,54.5,32.1,Clear,Afternoon,Weekday,32.5
39.6,19.3,29.4,38.6,63.8,Clear,Evening,Weekday,39.3
31.3,75.0,16.6,74.9,71.7,Clear,Night,Weekday,64.3
68.8,73.2,79.3,8.4,40.2,Clear,Evening,Weekday,61.2
30.0,91.3,82.9,6.9,16.3,Clear,Afternoon,Weekday,44.6
53.9,78.3,50.4,78.4,67.9,Heavy Rain,Afternoon,Weekday,86.1
20.2,93.4,36.5,82.8,44.9,Heavy Rain,Morning,Weekday,68.0
63.4,10.2,78.2,24.1,78.7,Clear,Evening,Weekday,57.0
26.9,33.4,66.7,36.6,26.6,Clear,Morning,Weekday,39.9
49.7,69.9,73.0,48.6,55.5,Clear,Afternoon,Weekday,55.4
23.4,41.4,35.8,23.1,76.2,Heavy Rain,Evening,Weekend,57.5
57.0,50.4,70.7,31.2,39.2,Rain,Afternoon,Weekday,58.4
78.4,85.3,10.9,19.8,71.5,Fog,Morning,Weekday,61.8
14.5,16.5,57.8,78.9,28.3,Clear,Afternoon,Weekday,31.8
29.1,93.1,19.6,63.0,41.2,Clear,Evening,Weekday,52.5
72.3,17.1,14.6,29.9,15.3,Clear,Afternoon,Weekend,30.1
50.8,25.3,41.8,43.2,72.9,Rain,Evening,Weekday,55.4
66.5,89.7,58.5,45.5,15.5,Rain,Afternoon,Weekday,61.4
84.4,67.6,78.6,28.5,49.0,Clear,Evening,Weekend,64.9
71.1,35.4,49.4,36.6,42.7,Heavy Rain,Morning,Weekday,65.0
15.9,75.2,11.4,8.4,24.5,Fog,Afternoon,Weekday,28.3
80.2,13.0,79.7,7.2,21.5,Rain,Afternoon,Weekend,45.5
19.9,24.7,81.8,33.5,71.3,Rain,Morning,Weekday,49.6
77.0,43.2,54.9,77.2,56.6,Fog,Evening,Weekday,74.4
14.8,32.4,54.4,68.5,83.9,Heavy Rain,Afternoon,Weekday,59.1
82.6,71.3,52.3,37.6,25.9,Rain,Evening,Weekday,69.9
36.5,67.2,11.4,70.8,48.1,Fog,Afternoon,Weekday,44.9
53.8,89.1,67.2,41.2,29.1,Heavy Rain,Afternoon,Weekday,75.9
85.1,42.9,60.0,69.6,75.2,Rain,Evening,Weekday,81.9
68.4,65.8,70.9,73.3,16.7,Rain,Morning,Weekend,68.8
59.1,56.2,21.8,50.2,32.1,Heavy Rain,Night,Weekday,87.7
77.8,90.8,81.2,13.7,72.9,Heavy Rain,Morning,Weekend,91.9
41.5,55.8,86.9,9.4,56.7,Clear,Afternoon,Weekday,49.7
43.9,42.6,81.3,56.4,23.0,Clear,Afternoon,Weekend,44.7
56.6,34.3,63.0,77.6,58.8,Fog,Afternoon,Weekday,56.7
6.5,78.7,32.8,5.2,35.9,Clear,Evening,Weekend,34.1
53.1,44.1,12.4,69.4,68.8,Clear,Evening,Weekday,51.2
61.2,13.4,54.0,50.8,35.9,Rain,Night,Weekday,62.6
73.7,13.8,76.4,75.6,67.5,Heavy Rain,Afternoon,Weekday,71.6
15.2,80.9,72.2,36.9,21.2,Rain,Evening,Weekend,50.0
81.4,81.9,76.6,18.1,66.4,Clear,Evening,Weekday,72.6
82.1,40.0,89.9,14.3,83.5,Clear,Morning,Weekday,62.8
57.0,79.1,75.9,7.0,80.9,Clear,Morning,Weekday,62.8
58.5,11.6,69.0,9.3,40.6,Clear,Evening,Weekday,43.0
42.7,42.0,21.5,63.4,26.5,Clear,Morning,Weekday,38.1
28.9,19.6,67.1,40.9,20.5,Clear,Night,Weekday,38.3
34.3,55.0,17.4,74.8,64.4,Heavy Rain,Night,Weekend,89.9
53.1,88.9,15.3,67.2,11.7,Fog,Evening,Weekday,57.8
21.9,45.8,17.1,15.6,79.9,Clear,Night,Weekday,39.2
39.1,47.0,84.2,42.1,25.4,Fog,Night,Weekday,50.4
18.9,39.2,27.5,38.8,71.9,Fog,Afternoon,Weekday,37.4
88.0,38.8,25.2,40.8,76.9,Rain,Afternoon,Weekday,61.8
19.3,57.1,13.8,74.1,32.1,Clear,Evening,Weekday,41.1
9.5,45.7,64.6,71.6,39.9,Rain,Night,Weekend,61.7
47.5,51.2,83.2,11.0,72.5,Rain,Night,Weekend,62.5
75.3,14.2,25.5,46.6,83.0,Clear,Afternoon,Weekend,47.5
67.2,59.6,28.7,39.1,72.0,Heavy Rain,Afternoon,Weekend,84.2
20.1,66.3,35.5,7.3,27.2,Heavy Rain,Night,Weekday,56.1
55.0,69.7,44.3,59.5,84.6,Rain,Evening,Weekday,80.5
25.1,41.5,72.4,16.7,69.4,Clear,Morning,Weekday,45.0
76.5,21.2,60.3,31.2,21.9,Fog,Evening,Weekday,49.9
33.5,94.0,85.0,59.9,40.4,Clear,Morning,Weekday,64.7
11.2,56.4,36.2,36.8,44.3,Rain,Morning,Weekday,44.0
27.8,43.7,58.7,28.1,51.0,Clear,Morning,Weekend,37.3
33.1,8.1,58.4,63.4,59.7,Rain,Night,Weekday,60.4
48.1,31.3,20.4,75.6,35.3,Heavy Rain,Afternoon,Weekday,53.5
29.1,45.7,53.7,41.6,70.8,Fog,Evening,Weekday,52.2
20.2,85.6,42.1,36.2,24.7,Heavy Rain,Evening,Weekday,64.3
28.4,75.2,87.1,10.1,57.1,Fog,Afternoon,Weekday,51.0
17.7,61.1,83.2,45.5,63.9,Clear,Evening,Weekday,57.4
47.0,72.5,73.2,47.6,61.1,Clear,Evening,Weekday,67.4
36.3,67.6,80.6,58.1,75.1,Heavy Rain,Afternoon,Weekend,83.3
43.8,8.4,63.8,18.4,77.5,Clear,Evening,Weekend,40.4
20.5,52.1,46.9,36.5,20.5,Heavy Rain,Evening,Weekday,62.8
85.9,66.5,69.1,72.7,69.2,Heavy Rain,Morning,Weekend,95.9
81.6,56.5,18.2,37.4,29.6,Rain,Night,Weekday,62.3
66.4,88.9,24.2,80.6,39.2,Fog,Morning,Weekend,60.2
64.0,35.9,58.6,59.9,17.7,Heavy Rain,Night,Weekday,78.2
36.4,7.3,61.7,46.5,81.7,Fog,Afternoon,Weekday,43.2
46.5,66.2,76.0,22.9,24.6,Rain,Morning,Weekday,61.5
54.0,88.4,19.1,43.5,46.3,Clear,Afternoon,Weekday,50.9
27.9,8.4,77.1,21.8,33.1,Clear,Afternoon,Weekday,30.1
14.1,70.6,39.3,75.9,71.3,Rain,Evening,Weekday,63.4
41.2,81.6,13.7,81.8,29.9,Heavy Rain,Evening,Weekday,72.6
85.8,76.3,12.8,33.3,44.2,Rain,Night,Weekday,66.7
45.2,10.4,68.6,15.5,45.9,Clear,Morning,Weekend,35.8
77.8,36.3,23.0,15.9,34.8,Heavy Rain,Evening,Weekday,56.6
32.6,74.6,50.5,68.4,43.7,Clear,Morning,Weekday,53.5
33.7,35.4,69.3,58.5,50.6,Clear,Afternoon,Weekend,46.6
32.0,69.1,59.1,19.2,19.7,Fog,Night,Weekend,45.2
41.4,34.9,20.9,73.1,76.2,Clear,Evening,Weekday,50.8
60.0,25.9,86.7,15.5,75.8,Fog,Evening,Weekend,57.3
10.9,5.5,37.2,7.7,25.3,Rain,Afternoon,Weekday,15.3
30.8,81.6,52.0,35.6,54.0,Fog,Afternoon,Weekday,52.4
89.2,25.0,45.9,56.0,43.1,Fog,Evening,Weekday,58.4
36.1,51.4,69.1,18.4,37.7,Clear,Night,Weekday,45.5
19.7,53.9,75.3,64.0,24.3,Clear,Morning,Weekday,49.2
5.6,32.4,17.4,35.2,10.6,Clear,Morning,Weekday,17.6
66.0,46.7,11.9,18.2,45.4,Rain,Morning,Weekday,51.5
81.5,48.2,35.7,64.7,37.2,Rain,Afternoon,Weekday,63.3
85.1,34.3,59.5,45.9,68.2,Rain,Afternoon,Weekend,64.5
67.0,40.3,53.9,19.5,43.0,Clear,Afternoon,Weekday,46.2
21.9,75.8,68.3,79.1,59.2,Fog,Night,Weekend,69.7
19.7,56.9,55.3,54.2,65.6,Fog,Night,Weekend,63.9
60.9,57.7,61.2,23.9,51.3,Clear,Morning,Weekday,55.7
25.8,57.0,81.6,21.3,51.7,Clear,Afternoon,Weekday,45.9
67.7,84.4,27.5,69.7,31.7,Fog,Afternoon,Weekday,57.5
73.9,74.7,58.9,63.0,23.5,Clear,Evening,Weekend,62.3
20.9,20.7,15.6,9.4,28.5,Fog,Afternoon,Weekday,19.9
14.6,49.1,81.6,31.2,53.5,Rain,Night,Weekday,50.4
74.0,72.7,17.9,68.5,39.8,Heavy Rain,Night,Weekday,94.0
80.1,28.9,54.3,53.5,80.5,Fog,Afternoon,Weekday,61.8
34.7,24.0,69.2,61.4,37.9,Rain,Morning,Weekday,49.9
10.2,80.4,70.0,84.8,67.6,Clear,Morning,Weekday,62.4
59.9,78.3,78.4,50.9,18.2,Clear,Evening,Weekday,62.8
66.9,85.9,79.4,6.8,21.2,Rain,Evening,Weekend,63.9
34.6,7.2,34.2,43.2,59.0,Heavy Rain,Morning,Weekday,40.3
5.4,42.4,47.6,21.8,54.5,Clear,Night,Weekday,32.3
17.8,18.7,26.6,14.4,61.5,Heavy Rain,Afternoon,Weekday,35.7
9.5,59.5,69.7,12.1,18.5,Clear,Morning,Weekday,34.9
66.3,45.2,67.8,57.9,79.4,Heavy Rain,Night,Weekday,97.4
67.0,8.3,55.8,39.5,35.3,Rain,Evening,Weekday,54.9
74.0,74.9,18.3,66.1,31.2,Clear,Morning,Weekend,53.6
58.2,17.7,37.0,5.7,59.9,Fog,Morning,Weekday,39.7
76.4,58.2,66.1,34.3,82.6,Heavy Rain,Evening,Weekday,100.0
60.7,77.5,27.2,58.4,54.7,Clear,Evening,Weekday,58.4
13.3,92.2,19.5,27.0,41.8,Clear,Afternoon,Weekday,37.2
83.5,24.1,12.2,80.3,76.6,Heavy Rain,Morning,Weekend,68.4
40.9,37.6,23.0,23.5,47.1,Clear,Afternoon,Weekday,35.2
86.9,43.8,79.0,6.8,27.1,Clear,Morning,Weekday,57.2
34.1,28.5,79.1,71.2,61.3,Rain,Morning,Weekday,57.9
26.2,16.2,59.3,77.6,40.4,Rain,Night,Weekday,55.6
80.9,32.7,15.2,40.4,60.8,Fog,Afternoon,Weekday,48.9
25.9,48.2,18.5,71.9,28.8,Clear,Morning,Weekday,37.7
72.8,51.3,13.1,7.1,78.4,Heavy Rain,Afternoon,Weekday,78.2
69.9,13.1,22.9,46.3,50.8,Rain,Evening,Weekday,51.7
17.6,7.7,67.6,82.9,62.8,Rain,Morning,Weekday,46.5
26.0,46.6,28.3,11.4,13.6,Heavy Rain,Afternoon,Weekday,39.0
30.5,77.1,24.0,61.3,11.9,Rain,Morning,Weekday,48.5
35.2,43.3,44.4,25.3,12.2,Clear,Morning,Weekday,35.2
79.1,23.0,42.2,70.8,79.0,Clear,Morning,Weekday,58.0
75.0,12.1,56.8,47.0,72.3,Rain,Afternoon,Weekday,60.2
39.3,43.3,34.8,31.4,54.2,Heavy Rain,Evening,Weekday,61.2
61.7,16.2,30.2,6.6,59.1,Rain,Afternoon,Weekend,40.4
65.8,73.2,78.6,55.5,30.2,Clear,Morning,Weekend,56.8
71.7,8.8,58.8,45.1,70.6,Clear,Evening,Weekend,54.4
38.6,59.5,89.2,56.1,58.6,Clear,Afternoon,Weekday,57.7
37.5,55.1,33.4,37.9,38.7,Clear,Morning,Weekday,39.2
45.8,29.0,28.7,18.9,34.2,Clear,Evening,Weekend,33.8
55.6,57.5,83.0,84.7,43.5,Clear,Evening,Weekend,63.9
41.6,93.9,62.8,7.1,45.0,Rain,Evening,Weekday,58.7
12.6,9.9,22.7,58.2,12.1,Heavy Rain,Evening,Weekday,31.5
84.6,89.9,73.9,23.8,61.3,Heavy Rain,Afternoon,Weekday,90.0
71.3,45.4,21.7,14.0,83.2,Fog,Evening,Weekday,55.0
87.0,88.5,50.7,70.2,73.9,Fog,Night,Weekend,90.5
16.8,73.2,46.1,75.4,36.7,Rain,Night,Weekday,66.9
48.1,44.4,10.9,18.8,70.9,Clear,Morning,Weekday,39.5
13.0,80.8,77.4,35.4,16.4,Rain,Morning,Weekday,50.1
18.4,85.2,63.9,52.2,69.4,Rain,Afternoon,Weekend,57.0
66.7,40.3,85.5,58.6,73.6,Rain,Morning,Weekday,73.4
65.6,28.3,73.2,68.2,41.8,Clear,Morning,Weekend,52.7
20.0,30.6,81.5,60.3,51.9,Clear,Afternoon,Weekday,45.4
54.4,82.3,62.7,56.3,23.6,Rain,Night,Weekend,79.7
29.1,59.9,40.7,24.9,29.9,Rain,Morning,Weekday,45.6
10.5,6.0,54.9,13.2,20.7,Fog,Afternoon,Weekend,21.0
39.6,53.8,20.0,45.2,53.0,Heavy Rain,Morning,Weekday,69.8
47.7,60.3,80.4,16.0,29.4,Rain,Night,Weekend,57.8
53.9,43.2,59.9,10.1,32.5,Clear,Evening,Weekday,46.3
66.6,37.2,70.4,53.0,71.1,Fog,Night,Weekday,73.5
23.1,69.8,81.6,32.3,83.6,Clear,Morning,Weekday,56.5
33.3,79.7,11.8,18.2,78.0,Clear,Afternoon,Weekday,42.5
13.3,33.6,12.5,20.5,31.7,Clear,Afternoon,Weekday,19.2
69.2,48.6,82.9,64.8,67.9,Clear,Morning,Weekday,68.3
58.6,54.2,86.5,63.4,75.0,Rain,Afternoon,Weekday,71.3
28.0,51.5,89.6,68.0,73.0,Rain,Night,Weekday,81.0
51.4,60.5,53.1,69.4,28.7,Fog,Afternoon,Weekday,52.1
84.1,39.3,35.0,76.4,16.8,Clear,Morning,Weekday,52.1
14.4,60.2,67.8,59.4,14.4,Rain,Afternoon,Weekday,46.7
37.4,67.5,38.1,10.6,15.9,Rain,Morning,Weekend,44.4
70.6,77.7,26.6,30.2,40.8,Heavy Rain,Morning,Weekday,75.8
36.7,10.0,48.8,8.9,54.6,Rain,Afternoon,Weekday,35.0
54.3,21.1,33.5,35.1,38.1,Heavy Rain,Evening,Weekend,50.2
42.0,49.8,14.0,68.1,29.7,Clear,Evening,Weekday,44.2
36.0,73.1,37.2,76.4,52.8,Heavy Rain,Afternoon,Weekday,72.9
71.4,77.5,12.3,15.5,74.3,Clear,Evening,Weekend,55.1
77.6,21.6,43.5,61.0,14.1,Clear,Afternoon,Weekday,41.1
9.6,67.5,64.0,17.8,24.0,Clear,Morning,Weekend,36.4
41.4,84.3,65.5,42.9,40.1,Heavy Rain,Evening,Weekday,79.1
20.0,68.8,18.0,34.8,82.9,Rain,Night,Weekday,55.5
38.0,10.4,70.8,83.4,11.1,Rain,Afternoon,Weekday,42.5
